,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,Assoc,,Addl,Earthquake Location,,,Earthquake Parameters,,,Earthquake Effects,,,,,,,,,,,,"Total Effects (Earthquake and Tsunami, Volcano, etc.)",,,,,,,,,,,
,,,,,,,,EQ,,,,Focal,Mag,MMI Int,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,
,,,,,,,,Info,,,,Depth,,,,,,,,,,,Destroyed,,Damaged,,,,,,,,,,Destroyed,,Damaged,
Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,,Name,Latitude,Longitude,,,,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De
1968,2,19,22,45,45.7,Tsu,,*,GREECE: AEGEAN SEA: ST EUSTRATIOS,39.368,24.957,15,7.2,10,20,1,,,18,1,0.6,1,500,3,1951,4,20,1,,,18,1,0.6,1,500,3,1951,4
1968,4,1,0,42,4.2,Tsu,,*,"JAPAN: KYUSHU, SHIKOKU",32.3,132.5,30,7.5,7,1,1,,,22,1,,2,,2,,,1,1,,,22,1,,2,,2,,
1968,4,18,19,38,15,Tsu,,*,ITALY: LIGURIA,44.08,8,7,4.6,6,,,,,,,,,,,,,,,,,,,,,,,,
1968,4,29,17,1,57.6,,,*,"IRAN: MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,34,5.3,7,38,1,,,100,2,1,2,1000,2,,,38,1,,,100,2,1,2,1000,2,,
1968,5,16,0,48,55.4,Tsu,,*,JAPAN: OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,7,8.2,6,52,2,,,330,3,,3,689,3,,,52,2,,,330,3,131,4,1218,4,,
1968,8,2,14,6,,,,*,"MEXICO: OAXACA, GUERRERO",16.5,-97.8,36,7.5,7,18,1,,,,,2.4,2,,,,,,,,,,,,,,,,
1968,8,14,22,14,19.4,Tsu,,*,"INDONESIA: SULAWESI: TAMBU,COAST OF MAPAGA",0.2,119.8,23,7.4,8,,,,,,,,,,,,,200,3,,,58,2,,3,800,3,,
1968,8,31,10,47,37.4,,,*,IRAN: DASHT-E-BAYAZ,34,59,13,7.3,10,10488,4,,,17000,4,35,4,12000,4,,,10488,4,,,17000,4,35,4,12000,4,,
1968,9,1,5,39,,,,*,ARMENIA: ZANGEZUR,39.1,46.2,24,5,8,,,,,,,,3,,,,,,,,,,,,,,,,
1968,9,3,8,19,52.2,Tsu,,*,"TURKEY: BARTIN, AMASRA, CAKRAZ",41.8,32.3,38,6.6,8,24,1,,,200,3,,3,2000,4,2000,4,24,1,,,200,3,,3,2000,4,,
1968,9,20,6,,,Tsu,,*,VENEZUELA: CARUPANO,10.5,-62.6,107,6.2,9,3,1,,,,,,2,,,,,,,,,,,,,,,,
1968,10,14,2,58,,,,*,"AUSTRALIA: MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,5,6.9,9,,,,,,,2.2,2,,,,,,,,,,,,,,,,
1969,1,3,3,16,,,,*,IRAN: NE KHURASAN PROVINCE,37.1,57.9,11,5.6,8,50,1,,,,,,2,,,,,,,,,,,,,,,,
1969,2,11,22,8,54,,,*,CHINA: XINJIANG PROVINCE: WUSHI,41.45,79.367,10,6.3,7,4,1,,,,1,,3,,3,,,4,1,,,,1,,3,,3,,
1969,2,28,2,40,32.5,Tsu,,*,"PORTUGAL; MOROCCO: RABAT, SALE; SPAIN: CANARY IS",36.017,-10.95,22,7.8,7,13,1,,,80,2,,2,,,,,113,1,,,80,2,,2,,,,
1969,3,23,21,8,,,,*,"TURKEY: DEMIRCI, GORDES, SINDIRGI",39.2,28.5,12,5.6,8,,,,,,,,3,,,,,,,,,,,,,,,,
1969,3,29,9,15,54,,,*,ETHIOPIA: SARDO,11.9,41.21,35,6.2,9,40,1,,,160,3,0.32,1,,3,,,40,1,,,160,3,0.32,1,,3,,
1969,7,24,2,59,,,,*,"PERU: LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,1,5.9,11,,,,,,,,3,,,,,,,,,,,,,,,,
1969,7,25,22,49,43,,,*,CHINA: GUANGDONG PROVINCE: YANGJIANG COUNTY,22.317,111.8,5,6.4,8,3000,4,,,,,,4,10762,4,,,3000,4,,,,,,4,10762,4,,
1969,8,11,13,55,,,,*,ITALY: PERUGIA,43.2,12.4,33,4.7,7,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
1969,8,11,21,26,36,Tsu,,*,"RUSSIA: SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,30,8.2,9,,,,,,,,2,,,,,,,,,,,,2,,,,
1969,10,1,5,5,,,,*,"PERU: HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,43,6.2,11,150,3,,,,,5,2,,,,,,,,,,,,,,,,
1969,10,2,4,56,46.5,,,*,CALIFORNIA: SANTA ROSA,38.467,-122.692,10,4.8,8,1,1,,,,,8.35,3,,,,,1,1,,,,,8.35,3,,,,
1969,10,26,15,36,,,,*,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.9,17.3,33,6,8,14,1,,,,,50,4,,,,,,,,,,,,,,,,
1969,10,27,8,10,,,,*,"BALKANS NW: BOSNIA-HERZEGOVINA: KAKASI, JABLAN",44.9,17.2,33,6.4,9,9,1,,,,,,3,,,,,,,,,,,,,,,,
1969,11,22,23,9,37,Tsu,,*,RUSSIA: OFF KAMCHATKA,57.7,163.6,51,7.3,10,,,,,,,,1,,,,,,,,,,,,1,,,,
1969,12,25,21,32,27.3,Tsu,,*,GUADELOUPE: GRAND BOURG,15.8,-59.7,7,7.2,6,,,,,,,,1,,,,,,,,,,,,,,,,
1970,1,4,17,0,40.2,,,*,CHINA: YUNNAN PROVINCE; VIETNAM: HANOI,24.1,102.5,31,7.8,10,10000,4,,,,,,3,,3,,3,10000,4,,,,,,3,,3,,
1970,1,10,12,7,8.6,Tsu,,*,PHILIPPINES: MINDANAO,6.8,126.7,73,7.6,6,,,,,,,,,,,,,,,,,,,,,,,,
1970,2,14,11,17,16.1,,,*,"PERU: PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,35,5.4,9,12,1,,,,,,3,,3,,,12,1,,,,,,3,,3,,
1970,3,11,22,38,34.6,Tsu,,*,ALASKA: ANDREANOF ISLANDS,57.5,-153.9,29,6,5,,,,,,,,1,,,,,,,,,,,,1,,,,
1970,3,28,21,2,23.4,,,*,TURKEY: GEDIZ,39.2,29.5,20,7.4,10,1086,4,,,1174,4,55.6,4,8229,4,8229,4,1086,4,,,1174,4,55.6,4,8229,4,5586,4
1970,4,7,5,34,5.6,Tsu,,*,PHILIPPINES: LUZON,15.78,121.71,40,7.3,6,15,1,,,200,3,,2,,,,,15,1,,,200,3,,2,,,,
1970,4,23,9,1,,,,*,"TURKEY: DEMIRCI, MANISA",39.1,28.7,18,5.7,8,,1,,,43,1,,,150,3,150,3,,,,,43,1,,,150,3,,
1970,5,14,18,12,,Tsu,,*,RUSSIA: DAGESTAN,43,47.1,44,6.5,8,,3,,,,,,3,,2,,2,,3,,,,,,3,,2,,
1970,5,31,20,23,27.3,Tsu,,*,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,43,7.9,10,66794,4,,,50000,4,530,4,,3,,3,66794,4,,,50000,4,530,4,,3,,
1970,7,30,0,52,19.5,,,*,"IRAN: KARNAVEH, MAREV",37.8,55.9,16,6.7,8,220,3,,,220,3,8,3,2000,4,2000,4,176,3,,,483,3,8,3,2000,4,,
1970,9,7,20,58,,,,*,BALKANS NW: CROATIA: KNIN,44,16,5,5.5,7,,,,,8,1,,2,,,,,,,,,8,1,,2,,,,
1970,9,30,9,52,22.7,Tsu,,*,"PHILIPPINES: BATAN ISLANDS: BASCO, SABTANG",20.6,122,33,5.3,7,,,,,,,,2,,3,,3,,,,,,,,2,,3,,
1970,10,31,17,53,7.1,Tsu,,*,PAPUA NEW GUINEA: MADANG,-4.907,145.471,8,7.3,8,15,1,,,20,1,1.75,2,800,3,800,3,18,1,,,20,1,1.75,2,800,3,,
1970,12,10,4,34,38.8,,,*,PERU: N; ECUADOR: S,-4,-80.7,25,7.6,10,82,2,,,350,3,6,3,,,,,82,2,,,350,3,6,3,,,,
1971,1,10,7,17,3.7,,,*,"INDONESIA: NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,34,8.1,9,,,,,,,,2,,1,,2,,,,,,,,2,,1,,2
1971,2,4,15,33,28.6,,,*,"INDONESIA: NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,40,7.1,6,,,,,,,,2,,,,,,,,,,,,2,,,,
1971,2,6,18,9,9.1,,,*,ITALY: TUSCANIA,42.5,11.8,33,4.6,8,24,1,,,150,3,41,4,40,1,1678,4,24,1,,,150,3,41,4,40,1,1678,4
1971,2,9,14,0,41.8,,,*,CALIFORNIA: SAN FERNANDO,34.412,-118.4,8,6.5,11,65,2,,,2000,4,505,4,,,,,65,2,,,2000,4,505,4,,,,
1971,5,2,6,8,27.3,Tsu,,*,ALASKA: ANDREANOF ISLANDS,51.4,-177.2,43,7.1,6,,,,,,,,,,,,,,,,,,,,,,,,
1971,5,12,6,25,13,,,*,TURKEY: BURDUR,37.6,29.8,23,5.9,6,100,2,,,,3,,3,,,,,,,,,,,,,,,,
1971,5,22,16,43,58.7,,,*,TURKEY: BINGOL,38.8,40.5,3,6.7,8,1000,3,,,,2,5,2,,,,,,,,,,,,,,,,
1971,6,17,21,,40.9,,,*,"CHILE: CATALINA, ANTOFAGASTA",-25.5,-69.2,93,6.3,5,1,1,,,,,,2,,,,,,,,,,,,,,,,
1971,7,9,3,3,18.7,Tsu,,*,CHILE: CENTRAL,-32.5,-71.2,58,7.8,9,83,2,,,447,3,236.4,4,,3,,,83,2,,,447,3,236.4,4,,3,,
1971,7,14,6,11,29.1,Tsu,,*,PAPUA NEW GUINEA: NEW IRELAND: BOUGAINVILLE,-5.5,153.9,47,7.9,9,2,1,,,5,1,,1,,,,,3,1,,,5,1,,1,,,,
1971,7,26,1,23,21.3,Tsu,,*,PAPUA NEW GUINEA: BISMARCK SEA RABAUL,-4.9,153.2,48,7.9,6,,,,,,,,,,,,,,,,,,,,2,,,,
1971,7,27,2,2,49.6,,,*,PERU-ECUADOR: GUAYAQUIL,-2.7,-77.4,135,6.3,7,1,1,,,,2,,2,,,,,,,,,,,,,,,,
1971,9,5,18,35,25,Tsu,,*,"RUSSIA: SAKHALIN, MONERON ISLAND",46.5,141.2,9,7.1,9,,,,,,,,1,,,,,,,,,,,,1,,,,1
1971,9,25,4,36,14,Tsu,,*,PAPUA NEW GUINEA: BISMARCK SEA,-6.5,146.6,115,7,7,,,,,,,,1,,,,,,,,,,,,1,,,,
1971,10,15,10,33,46.7,,,*,PERU: APURIMAC,-14.1,-73.3,54,5.7,9,5,1,,,,,,3,,,,,,,,,,,,,,,,
1971,10,27,17,58,36.9,,,*,"VANUATU ISLANDS: ESPIRITU SANTO, PORT VILA",-15.5,167.2,40,7.1,7,1,1,,,,2,,3,,,,,,,,,,,,,,,,
1971,12,15,8,29,55.3,Tsu,,*,"RUSSIA: OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,33,7.8,10,,,,,,,,,,,,,,,,,,,,,,,,
1972,1,4,3,16,54.5,,,*,TAIWAN,22.6,122.1,33,7.6,5,,,,,,,,,,,,,,,,,,,,,,,,
1972,1,25,2,6,23.3,Tsu,,*,TAIWAN,22.5,122.3,33,7.5,6,1,1,,,,,,1,5,1,,,1,1,,,,,,1,5,1,,
1972,2,29,9,22,59.8,Tsu,,*,"JAPAN: S OF HONSHU: HACHIJOJIMA, TOKYO",33.3,140.8,56,7.2,10,,,,,,,,2,,,,,,,,,,,,,,,,
1972,3,20,7,33,49.6,,,*,PERU: JUANJUI,-6.8,-76.8,64,6.1,9,7,1,,,50,1,20,3,,,,,,,,,,,,,,,,
1972,4,10,2,6,53.2,,,*,"IRAN: QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,11,6.9,9,30000,4,,,1700,4,,4,,4,,,30000,4,,,1700,4,,4,,4,,
1972,4,24,9,57,21.7,,,*,TAIWAN: HUALIEN,23.6,121.6,33,6.9,5,4,1,,,11,1,,2,,,,,4,1,,,11,1,,2,,,,
1972,4,25,19,30,9.3,,,*,"PHILIPPINES: MINDORO, LUZON, MANILA",13.4,120.3,50,7.2,6,,,,,,,,2,,,,,,,,,,,,2,,,,
1972,6,8,18,53,41.7,Tsu,,*,CHILE: CENTRAL,-30.5,-71.8,39,6.6,7,,,,,,,,,,,,,,,,,,,,,,,,
1972,6,24,15,29,22.2,,,*,"AFGHANISTAN: HINDU KUSH: SARSANGI, NARIN COUNTIES",36.2,69.7,47,6.1,6,11,1,,,15,1,,2,,3,,3,,,,,,,,,,,,
1972,7,30,21,45,14.1,Tsu,,*,"ALASKA: SITKA, JUNEAU",56.82,-135.68,25,7.6,7,,,,,,,,1,,,,,,,,,,,,1,,,,
1972,8,17,23,44,5.9,Tsu,,*,W. SOLOMON SEA,-6,152.9,10,7.1,5,,,,,,,,,,,,,,,,,,,,,,,,
1972,9,7,22,26,57.9,,,*,"FRANCE: LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46,-1.1,33,5.3,8,,,,,,,,2,,,,,,,,,,,,,,,,
1972,9,13,4,13,20.5,,,*,"GREECE: CORINTHIA, ARCADIA",37.9,22.4,83,6,8,,,,,,,,2,,,,,,,,,,,,,,,,
1972,9,17,14,7,15.6,,,*,"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,33,6.3,7,,,,,,,,2,40,1,,,,,,,,,,,,,,
1972,11,2,19,55,22.1,,,*,"NEW CALEDONIA: LOYALTY ISLANDS: TANNA, ANATOM",-20,168.8,32,7,5,,,,,,,,,,,,,,,,,,,,,,,,
1972,12,2,0,19,47.2,Tsu,,*,"PHILIPPINES: MINDANAO, DAVAO",6.5,126.6,73,7.4,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1972,12,4,10,16,12,Tsu,,*,"JAPAN: S OF HONSHU, HACHIJOJIMA",33.3,140.7,66,7.4,10,,,,,,,,1,,,,,,,,,,,,2,,,,
1973,2,6,10,37,10.1,,,*,CHINA: SICHUAN PROVINCE,31.4,100.58,33,7.6,10,,,,,,,,2,168,3,,,,,,,,,,2,168,3,,
1973,2,21,14,42,23.4,,,*,NEW ZEALAND: HAWKES BAY,-39.58,176.57,38,5.1,6,,,,,,,,2,,,,,,,,,,,,,,,,
1973,2,21,14,45,57.3,,,*,CALIFORNIA: OXNARD,34.1,-119,8,5.7,7,,,,,,,1,2,,,,,,,,,,,,,,,,
1973,2,28,6,37,49.5,Tsu,,*,"RUSSIA: KURIL ISLANDS, HIROO, URAKAWA",50.5,156.6,27,7.2,8,,,,,,,,2,,,,,,,,,,,,2,,,,
1973,3,9,19,9,12.8,,,*,"AUSTRALIA: WOLLONGONG, SYDNEY",-34.13,150.27,13,5.5,5,,,,,,,0.5,1,,,,,,,,,,,,,,,,
1973,3,17,8,30,51.8,Tsu,,*,"PHILIPPINES: QUEZON CITY: CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,33,7.5,9,15,1,,,64,2,0.45,1,,,,,15,1,,,64,2,0.45,1,,,,
1973,4,26,20,26,28.6,,,*,HAWAII: HILO,19.936,-155.098,48,6.5,8,,,,,11,1,5.75,3,,,,,,,,,11,1,5.75,3,,,,
1973,6,17,3,55,2.9,Tsu,,*,JAPAN: HOKKAIDO ISLAND,43.2,145.8,48,7.7,8,,,,,27,1,5,2,2,1,,,27,1,,,,,5,2,2,1,,
1973,6,24,2,43,25.5,Tsu,,*,RUSSIA: KURIL ISLANDS,43.3,146.4,50,7.1,8,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
1973,8,28,9,50,40,,,*,"MEXICO: VERACRUZ, MEXICO CITY",18.27,-96.6,84,6.2,7,600,3,,,,,,3,,,,,,,,,,,,,,,,
1973,10,5,5,47,51.1,Tsu,,*,"CHILE: VALPARAISO, LA LIGUA, SANTIAGO",-32.5,-71.5,14,6.7,7,,,,,,,,2,,,,,,,,,,,,,,,,
1973,11,4,15,52,11.7,,,*,"GREECE: LEUKAS ISLAND, PREVEZA, VONITSA",38.9,20.44,8,5.5,8,,,,,,,,2,,,,,,,,,,,,,,,,
1973,11,23,13,36,19.3,,,*,"AZORES: PICO, FAIAL, TERCEIRA",38.46,-28.31,5,5.1,8,1,1,,,,,,2,,,,,,,,,,,,,,,,
1973,11,29,10,57,42.7,,,*,"GREECE: CRETE, PALAEOCHORA, CHANIA",35.18,23.8,26,5.6,8,,,,,,,,2,,,,,,,,,,,,,,,,
1973,12,28,13,41,45.8,,,*,"VANUATU ISLANDS: ESPIRITU SANTO, LUGANILLE",-14.46,166.6,26,7.5,7,,,,,,,,2,,,,,,,,,,,,,,,,
1973,12,29,0,19,31.1,,,*,"VANUATU ISLANDS: LUGANVILLE, LAMAP",-15.12,166.9,47,7.2,8,,,,,,,,2,,,,,,,,,,,,,,,,
1974,2,1,3,12,33.1,Tsu,,*,SOLOMON ISLANDS,-7.4,155.6,40,7.1,6,,,,,,,,,,,,,,,,,,,,2,,,,
1974,5,8,23,33,25.2,Tsu,,*,JAPAN: NAKAGI,34.5,138.7,2,6.5,9,30,1,,,102,3,,2,134,3,,,27,1,,,102,3,,2,134,3,,
1974,6,20,17,8,27.3,,,*,BALKANS NW: SLOVENIA: KOZJANSKO,44.97,15.53,7,4.5,7,,,,,,,,2,,,,,,,,,,,,,,,,
1974,8,3,18,16,34,,,*,"JAPAN: HONSHU: KAKIOTA, MITO, TOKYO",36,139.82,58,5.7,6,2,1,,,17,1,,2,,,,,,,,,,,,,,,,
1974,8,18,10,44,12.8,Tsu,,*,"CHILE: LA UNION, VALDIVIA",-38.5,-73.4,36,7.1,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1974,9,27,5,47,29.4,Tsu,,*,RUSSIA: KURIL-JAPAN: HOKKAIDO,43.2,146.7,43,6.7,4,,,,,,,,,,,,,,,,,,,,,,,,
1974,10,3,14,21,29.1,Tsu,,*,"PERU: LIMA, CALLAO",-12.27,-77.79,13,8.1,9,78,2,,,2414,4,10,3,,3,,,78,2,,,2414,4,10,3,,3,,
1974,10,8,9,50,58.1,,,*,ANTIGUA AND BARBUDA; ST KITTS,17.3,-62,47,7.5,8,,,,,4,1,,2,,,,,,,,,4,1,,2,,,,
1974,12,28,12,11,43.7,Tsu,,*,"PAKISTAN: BALAKOT, PATAN",35.1,72.9,22,6.2,7,5300,4,,,17000,4,3.255,2,,3,,3,5300,4,,,17000,4,3.255,2,,3,,
1975,1,23,14,19,14.9,,,*,JAPAN: AROSAN,33,131.1,10,5.8,7,,,,,,,,2,,,,,,,,,,,,,,,,
1975,2,2,8,43,39.1,,,*,ALASKA: ALEUTIAN ISLANDS: NEAR ISLANDS,53.11,173.5,10,7.6,9,,,,,,,,2,,,,,,,,,,,,,,,,
1975,2,4,11,36,7.5,,,*,"CHINA: LIAONING PROVINCE: YINGTAO, ANSHAN",40.64,122.58,33,7.4,10,300,3,,,,,,4,,4,,,300,3,,,,,,4,,4,,
1975,2,9,4,45,24.5,,,*,INDONESIA: JAVA,-6.7,106.7,27,5.6,8,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
1975,3,13,15,26,42.5,Tsu,,*,"CHILE: COQUIMBO, LA SERENA",-29.9,-71.3,4,6.9,8,2,1,,,25,1,,1,,,,,2,1,,,25,1,,1,,,,
1975,3,27,5,15,6.2,,,*,"TURKEY: W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI",40.42,26.14,5,6.7,6,,,,,,,,2,,,,,,,,,,,,,,,,
1975,3,28,2,31,5.7,,,*,IDAHO: POCATELLO VALLEY,42.06,-112.55,5,6,8,,,,,,,1,2,,,,,,,,,,,,,,,,
1975,4,20,17,35,50.4,,,*,"JAPAN: OITA, AROSAN",33.19,131.3,7,6.1,6,,,,,8,1,,3,,,,,,,,,,,,,,,,
1975,5,26,9,11,51.5,Tsu,,*,ATLANTIC OCEAN: MADERIA ISLANDS,35.997,-17.649,33,7.7,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1975,7,20,14,37,39.9,Tsu,,*,PAPUA NEW GUINEA: BISMARCK SEA: BOUGAINVILLE,-6.59,155.054,49,7.9,8,,,,,,,,3,,2,,,,,,,,,,3,,2,,
1975,7,20,19,54,27.7,,,*,"PAPUA NEW GUINEA: SOLOMON ISLANDS: BUIN, BOKU",-7.104,155.152,44,7.7,7,,,,,,,,,,,,,,,,,,,,,,,,
1975,8,1,20,20,12.9,,,*,CALIFORNIA: OROVILLE,39.439,-121.528,15,5.6,8,,,,,10,1,3,2,,,,,,,,,10,1,3,2,,,,
1975,9,6,9,20,10.9,,,*,TURKEY: LICE,38.474,40.723,26,6.7,9,2311,4,,,3372,4,17,3,,,,,2311,4,,,3372,4,,,,,,
1975,9,21,14,16,37.8,,,*,"IRAN: SARPIR,DORAHAN,DEH BAGH",31.599,51.037,33,5,7,2,1,,,,,,3,,,,,,,,,,,,,,,,
1975,10,31,8,28,2.6,Tsu,,*,PHILIPPINES,12.54,125.993,50,7.6,6,1,1,,,,,,,,,,,1,1,,,,,,1,30,1,,
1975,11,1,1,17,33.9,,,*,GUAM,13.843,144.754,113,6.1,7,,,,,,,,1,,,,,,,,,,,,,,,,
1975,11,29,14,47,40.9,Tsu,Vol,*,HAWAII,19.451,-155.033,2,7.7,9,,,,,,,4,2,,,,,2,1,,,,,4,2,,3,,
1975,12,26,15,56,38.7,Tsu,,*,SAMOA ISLANDS,-16.265,-172.467,33,7.8,5,,,,,,,,,,,,,,,,,,,,,,,,
1975,12,31,9,45,47.7,,,*,GREECE: KATO-MAKRINOU,38.628,21.798,19,5.5,9,1,1,,,10,1,,3,,,,,1,1,,,10,1,,3,,,,
1976,1,14,15,56,34.9,,,*,KERMADEC ISLANDS,-29.208,-177.886,69,7.8,8,,,,,,,,,,,,,,,,,,,,,,,,
1976,1,21,10,5,24.1,Tsu,,*,RUSSIA: KURIL ISLANDS,44.915,149.123,41,7,5,,,,,,,,,,,,,,,,,,,,,,,,
1976,2,4,9,1,43.4,Tsu,,*,"GUATEMALA: CHIMALTENANGO, GUATEMALA CITY",15.324,-89.101,5,7.5,9,23000,4,,,76000,4,2147,4,,,,,23000,4,,,76000,4,2147,4,,,,
1976,3,19,13,3,38.4,,,*,AFGHANISTAN: HINDU-KUSH: SHAMAGAN PROVINCE,36.61,67.79,33,5.5,8,50,1,,,,,,3,,,,,,,,,,,,,,,,
1976,4,8,2,40,27,,,*,UZBEKISTAN: GAZLI,40.31,63.77,33,7,7,,,,,,,,3,,,,,,,,,,,,,,,,
1976,5,6,20,0,11.6,,,*,"ITALY: NE, BALKANS NW: SLOVENIA: NW",46.356,13.275,9,6.5,10,978,3,,,1700,4,3600,4,,,,,978,3,,,1700,4,3600,4,,,,
1976,5,17,2,58,40.6,,,*,"UZBEKISTAN: GAZLI, BUKHARA",40.38,63.47,10,7,10,,,,,,,85,4,,,,,,,,,,,,,,,,
1976,5,29,12,23,18.7,,,*,CHINA: YUNNAN PROVINCE: LUNGLING-LUSHI,24.57,98.953,8,7.3,9,,2,,,,,,3,,,,,,2,,,,,,3,,,,
1976,5,29,14,0,18.5,,,*,CHINA: YUNNAN PROVINCE: LUNGLING-LUSHI,24.531,98.71,10,7.4,9,,2,,,,,,3,,,,,,2,,,,,,3,,,,
1976,7,26,2,56,39.3,,,*,"MALAYSIA: SABAH: LAHAD,DATU,KANAK",4.96,118.31,33,6.2,7,,,,,,,,2,,,,,,,,,,,,,,,,
1976,7,27,19,42,54.6,,,*,CHINA: NE: TANGSHAN,39.57,117.98,23,7.5,11,242769,4,,,799000,4,5600,4,,,,,242769,4,,,799000,4,5600,4,,,,
1976,7,28,10,45,35.2,,,*,CHINA: NE: TANGSHAN,39.664,118.401,26,7.4,9,,2,,,,,,2,,3,,,,2,,,,,,2,,3,,
1976,8,16,16,11,7.3,Tsu,,*,PHILIPPINES: MINDANAO: S,6.292,124.09,33,8,6,1200,4,,,3500,4,134,4,,,,,8000,4,,,10000,4,134,4,,,,
1976,8,19,1,12,36.7,,,*,TURKEY: DENIZLI,37.7,28.89,3,4.9,4,4,1,,,50,1,,2,1800,4,,,,,,,,,,,,,,
1976,9,11,16,31,12,,,*,ITALY: NORTHEASTERN,46.28,13.157,16,5.5,7,5,1,,,,2,,2,,,,,5,1,,,,2,,2,,,,
1976,9,15,3,15,19.9,,,*,ITALY: NORTHEASTERN,46.302,13.197,10,6,9,11,1,,,,2,,2,,,,,11,1,,,,2,,2,,,,
1976,9,15,9,21,19.1,,,*,ITALY-BALKANS NW,46.32,13.13,17,5.9,9,2,1,,,,,,2,,,,,,,,,,,,,,,,
1976,10,29,2,51,7.6,,,*,INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAWIJAYA,-4.517,139.918,33,7.1,8,133,3,,,,,,1,,,,1,133,3,,,,,,1,,,,1
1976,11,7,4,0,51.6,,,*,IRAN: KHORASAN PROVINCE,33.8,59.15,13,6.2,8,17,1,,,,,,3,,,,,,,,,,,,,,,,
1976,11,24,12,22,18.8,,,*,TURKEY: MURADIYE,39.12,44.03,36,7.3,10,5000,4,,,,,60,4,,,,,,,,,,,,,,,,
1976,11,27,21,42,12.2,,,*,AFGHANISTAN; TAJIKISTAN: KHOROG,36.51,71.04,190,6.1,5,,,,,,,,2,,,,,,,,,,,,,,,,
1976,11,30,0,40,57.8,,,*,"CHILE: POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,82,7.3,8,1,1,,,13,1,,2,,,,,,,,,,,,,,,,
1977,1,26,13,11,29.8,,,*,"INDONESIA: BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,33,5.2,6,,,,,,,,1,,,,,,,,,,,,,,,,
1977,3,8,23,17,28,,,*,"INDONESIA: SUMATERA,SINURAT,TALU",0.45,100.02,22,6,8,,,,,,,,1,,,,,,,,,,,,,,,,
1977,3,18,21,43,52.4,,,*,PHILIPPINES: LUZON: MANILA,16.77,122.33,37,7.3,7,1,1,,,9,1,0.1,1,14,1,22,1,1,1,,,9,1,0.1,1,14,1,22,1
1977,4,2,7,15,22.7,Tsu,,*,SAMOA ISLANDS: APIA,-16.696,-172.095,33,7.6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1977,4,20,23,13,10.4,Tsu,,*,SOLOMON ISLANDS,-9.828,160.323,33,6.8,6,34,1,,,,,,3,,,,,34,1,,,,,,3,,,,
1977,4,20,23,42,50.5,Tsu,,*,SOLOMON ISLANDS,-9.89,160.348,19,7.6,7,,,,,,,,1,,,,,,,,,,,,1,,,,
1977,4,21,4,24,9.6,Tsu,,*,SOLOMON ISLANDS,-9.965,160.731,33,8.1,7,18,1,,,1,1,,3,,,,,18,1,,,1,1,,3,,,,
1977,6,22,12,8,33.4,Tsu,,*,TONGA TRENCH,-22.878,-175.9,65,7.2,4,1,1,,,5,1,1.2,2,,,,,,,,,,,,,,,,
1977,7,16,13,13,29.6,,,*,"BALKANS NW: SLOVENIA: TRSTENIK,BELA,TENETISE",46.29,14.29,6,4.6,6,,,,,,,,2,,,,,,,,,,,,,,,,
1977,8,28,20,10,5,Tsu,,*,PAPUA NEW GUINEA: ADMIRALTY ISLANDS,-1.081,146.23,33,5.5,4,,,,,,,,,,,,,,,,,,,,,,,,
1977,11,3,2,22,54.9,,,*,ROMANIA: VELINGRAD,42.11,23.97,6,5.1,7,,,,,,,,2,,,,,,,,,,,,,,,,
